Item No,Part,Quantity
157357443770,83130F2000,1
157357443770,83140F2000,1
157357443232,83140F2000,1
157357441877,83130F2000,1
157357439420,82130F2000,1
157357437182,82130F2000,1
157357437182,82140F2000,1
157357435823,82140F2000,1
157357434814,977012W000,1
157357434109,92102J5100,1
157357433195,92101J5100,1
157357431344,92409R0320,1
157357422991,282353A100,1
157357352579,96750F6000,1
157357337256,96720F6010,1
157357336504,96710F6030,1
157355596338,59200Q5000,1
157355580646,58510Q5150,1
157355579175,58302Q5A40,1
157355578542,81830Q5000,1
157355578542,81840Q5000,1
157355577263,81170Q5000,1
157355576335,1885209070,6
157355574985,31110E6000,1
157355569266,99310AA000EB,1
157355567802,86370AABA0,1
157355567071,91885IB020,1
157355566106,81230AA010,1
157355429002,3510026800,1
157355412272,977304H100,1
157355410667,597703W250,1
157355407251,597603W250,1
157355405402,243612F000,1
157355405402,243512F000,1
157355405402,244102F001,1
157355405402,245102F101,1
157355401549,64971GI000,1
157355401549,64981GI000,1
157349020508,55530Q5000,1
157349020508,55531Q5000,1
157349017173,55531Q5000,1
157349015581,55530Q5000,1
157349012593,55121J9500,1
157349011355,55120J9500,1
157348885499,32825T1200,1
157348884604,863203N000,1
157348866504,58960S1300,1
157348865603,58950S1300,1
157348864536,87611P2070,1
157348864536,87621P2070,1
157348863287,87621P2070,1
157348861734,92406J9520,1
157348859381,92405J9520,1
157348709536,211344X000,4
157348684023,2242039011,1
157346455329,87611P2070,1
157346450558,95671B2050,1
157346442768,95670B2050,1
157346440824,86310D9000,1
157346439731,91921D9000,1
157346438048,91920D9000,1
157346430702,86354J9CA0,1
157346423904,96611P1000,1
157346413616,86300S8CB0TRC,1
157346407344,99310AR000PSB,1
157346200393,Nintendo Switch 2,1
157346149181,99310AR000PKB,1
157346147191,69510D3000,1
157346145628,954403W500,1
157346144413,99150CV000,1
157346143328,99140CV000,1
157346141553,32700D4400,1
157346140007,253104H550,1
157346126395,86677IBAA0,1
157344155102,255002GTA0,1
157344154053,95440R0420,1
157344152514,581013NA80,1
157344145533,99211AA000,1
157344138778,86525DO500,1
157344138778,86526DO500,1
157344136981,86577DO500,1
157344136259,86521DO500,1
157344134647,86535DO500,1
157344129623,865A2DO100,1
157344127251,865A1DO500,1
157344106444,95440R0810,1
157344105714,95440AT010,1
157344104770,95440P2AD0,1
157344103711,954403V030,1
157344101639,99110G5000,1
157343675737,956704E751,1
157343670461,87210B1000,1
157343670461,87220B1000,1
157343656004,49100B1100,1
157341801211,813103K020,1
157341799898,282101Y200,1
157341799090,987002E001,1
157341797675,59110C1300,1
157341795908,987003J000,1
157341794583,281382B200,1
157341791835,373002F200,1
157341790127,95720D3000B4U,1
157341780616,58302K9A50,1
157341773538,234104X920,1
157341627932,55220K9600,1
157341610815,988104H100,1
157341609706,95760G5100,1
157341608630,86951G5500,1
157341605712,865B1GICA0,1
157341605712,865B2GICA0,1
157341604839,863A7GICA0,1
157341604839,863A8GICA0,1
157341600134,546252G000,2
157341599213,546203X000,1
157341599213,546232K000,1
157341599213,546333X000,1
157341584676,81675B1000,1
157341584676,81676B1000,1
157341576544,95440G80104X,1
157339694053,55210K9600,1
157339690492,54830J9100,2
157339687057,81310J3011,1
157339684401,956804E701,1
157339682173,281304D400,1
157339510899,261103A000,1
157339509200,974904H000WK,1
157339498828,974804H000WK,1
157339497517,231242X010,1
157339496796,881902S5009P,1
157339473066,282732A440,1
157339085797,218102D200,1
157339085797,218302C100,1
157339085797,219102C000,1
157339085797,219302D101,1
157339044197,59770B2300,1
157339043378,8921036100,1
157339042196,8921036130,1
157332816368,91890G7510,1
157332811473,5843062004,1
157332810176,81320D9020,1
157332809385,83280GI0004X,1
157332808945,83270GI0004X,1
157332808053,83260GI0004X,1
157332806907,83250GI0004X,1
157332805921,82260GI0004X,1
157332804769,82250GI0004X,1
157332803885,51710GI000,1
157332802350,286101M100,1
157332800127,47354H1010,1
157332582248,49501J5300,1
157332581617,49500J5300,1
157332569773,86577GI000,1
157332458211,29310J5000,1
157332456987,282312M820,1
157332455717,972091P000,1
157332434792,256W0DO000,1
157330057814,256302J450,1
157330056093,86595P1000,1
157330056093,86596P1000,1
157330053264,86596P1000,1
157330045339,86595P1000,1
157330041167,81830P1200,1
157330041167,81840P1200,1
157330039300,2730126640,1
157330036560,4363024000,1
157330035534,958104D100,1
157330032653,2561322600,1
157330028781,517113T050,1
157330025544,517103T050,1
157330024784,971332E210,1
157330024038,281132S000,1
157330021685,2630035505,1
157330018618,546512V050,1
157330018618,546612V050,1
157330011907,546612V050,1
157330005462,546512V050,1
157329992006,919513X100,1
157329981213,218124H200,1
157327263537,4430234004,1
157327262323,4430134004,1
157327261298,81230L8100,1
157327259715,81201KL100,1
157327257881,83280KL010,1
157327256784,83270KL010,1
157327255443,812300U200,1
157327124863,971093D000,1
157327089048,935702T010,1
157327087318,89870N9000NNB,1
157327086456,935701W155,1
157327084315,97113G2000,1
157327083170,283103CDD0,1
157327081832,545014H900,1
157327080389,353102GGA1,1
157326738555,353102GGA1,4
157326737625,263202F100,1
157326736490,545004H900,1
157326720836,582502S000,1
157326720836,582702S000,1
157326718086,86595GINA0YEG,1
157326718086,86596GINA0YEG,1
157324868424,961143J000,1
157324862932,95720C5500,1
157324856906,92108GI600,1
157324730629,83260KL010,1
157324729580,83250KL010,1
157324727551,82260KL010,1
157324722890,82250KL010,1
157324717105,95440T6BA0,1
157324713593,95440N9580,1
157324695876,99310N1000ABP,1
157324612723,95440T6100,1
157324611627,95440GI050,1
157324611627,81996S1030,1
157324603868,86305N9600,1
157324538802,495603J220,1
157324437418,55101BE000,1
157324436534,92109GI600,1
157324422158,28113N9000,1
157324418196,28113L1000,1
157324413587,95720C5510BK1,1
157324393567,4430134004,1
157324393567,4430234004,1
157322330754,585104HCF0,1
157322316760,971592D000,1
157322313289,827702C010,1
157322313289,827802C010,1
157322304382,2625037100,1
157322304382,2625935510,1
157322290687,31120L1100,1
157322283269,263502J001,1
157322278849,97133N9100,1
157322277217,97133L1000,1
157322275196,263202R001,1
157322272905,283102M900,1
157315136358,224104X860,1
157315134378,81310D3510,1
157315132005,95780C5500,1
157315130685,52910KL310,1
157315121641,55211DO000,1
157315118851,55210DO000,1
157315114293,55530DO000,1
157315114293,55531DO000,1
157315103674,55250DO000,1
157315102309,55310DO000,1
157315100330,83280DO000,1
157315095186,83270DO000,1
157315093713,83260DO000,1
157315092699,83250DO000,1
157315088019,935703K600,1
157314865647,935802B500S4,1
157314864536,935802B000S4,1
157314847148,218302T750,1
157314768279,597701W300,1
157314767870,597601W300,1
157314765918,6711400701,1
157312593862,6921008A91,1
157312593034,6739970292,1
157312591950,6732003270,1
157312590717,6732003070,1
157312587989,4530132100,2
157312585416,82260DO000,1
157312579681,82250DO000,1
157312560913,81880DO100DFS,1
157312559552,81831DO100,1
157312559552,81841DO100,1
157312551114,81841DO100,1
157312550448,81831DO100,1
157312548683,41605A4000,1
157312546775,967103K600,1
157312544155,971591H000,1
157312541888,58950J9100,1
157312085780,52910Q4100,1
157312084691,458373B050,1
157312079667,262592B000,1
157312057950,5991047110-DS,1
157312010269,6739970292,1
157312010269,6732003070,1
157312010269,6732003270,1
157312010269,6732000270,1
157310193004,4530132100,1
157310192587,4431032202,2
157310191989,4431032202,1
157310191342,3673034320HFB,1
157310190480,6721305A20,1
157310189589,6721305A10,1
157310033195,95430B2100,1
157310031725,28113S0100,1
157310030265,81420A9000,1
157309964900,86521J5600,1
157309964900,86522J5600,1
157309963514,86522J5600,1
157309962530,86521J5600,1
157309865852,94460B2500,1
157309865292,92209DO000SWP,1
157309639636,4322826000,2
157309624269,338004X530,8
157309619240,327002B100,1
157309607858,224102F701,1
157309603658,218123E252,1
157309602249,3510022610,1
157298060101,25329B2000,1
157298058887,934101U001,1
157298055934,86300N9100,1
157298055110,928603L001X6,1
157297936813,791103W000,1
157297936813,791203W000,1
157297936391,924051R200,1
157297936391,924061R200,1
157297865559,967104D000VA,1
157297771331,252832E650,1
157297771331,252812E650,1
157297771331,252882E650,1
157297771331,252872E650,1
157297771331,252122E651,1
157297758525,210202B002,5
157295637189,55210D3050,1
157295637189,55220D3050,1
157295634660,55220D3050,1
157295633572,55210D3050,1
157295631754,353412B100,1
157295630063,957202S101,1
157295627940,56500L1AA0,1
157295625642,517163E350,1
157295623592,51710P2000,1
157295623592,51711P2000,1
157295619831,51711P2000,1
157295619230,51710P2000,1
157295438623,25415A7500,1
157295433639,553112T230,1
157295426806,82620GI000NNB,1
157295419083,3380052700,4
157295348782,1884610060,4
157295348184,82610GI000NNB,1
157295348184,82620GI000NNB,1
157295333704,9121148100,1
157295329432,9121048710,1
157295329007,3380052700,1
157295328305,244103F411,1
157294876051,95720H8110,1
157294869558,95720H8100,1
157294867244,83130H8400,1
157294867244,83140H8400,1
157294864661,82130H8000,1
157294864661,82140H8000,1
157294849284,55250J9500,1
157294843724,51712H8500,1
157294836670,81820R0000,1
157294834279,28130L1400,1
157294832689,863CCAO000,1
157294830978,93580C1110,1
157292989712,91959AA010,1
157292988368,224512G600,10
157292987135,815404D610,1
157292986074,231242A002,1
157292974849,97161L0000,1
157292973802,283222M100,1
157292971757,58732AA000,1
157292411202,327001F300,1
157292357730,6731510001,1
157292305476,86969G5000,1
157290366835,52750H8100,1
157290365734,51750H8000,1
157290363895,32700H8100,1
157290362676,2435503170,1
157290354368,2435703170,1
157290344955,2435003170,1
157290343007,52910AA400,1
157290340709,31120J9200,1
157290339644,96611Q5000,1
157290338151,814202K030,1
157290333475,86569GINA0YEG,1
157290070312,86311T6800,1
157290069729,96330B1050,1
157290069173,814102K030,1
157290024612,437941G100,1
157290021367,263002M805,1
157289975897,58960J9100,1
157289974822,3921003BD1,1
157289971931,3921003BD0,1
157289957313,91880D3540,1
157289851068,99310D4000Z5G,1
157287644121,87712DO000BKL,1
157287642094,87711DO000BKL,1
157287638354,86551DO000,1
157287638354,86552DO000,1
157287635301,1249305167B,20
157287627454,86599NI000RXG,1
157287622165,86315NI100,1
157287618590,86532NI000CA,1
157287617045,86521NI000,1
157287613606,25430J5050,1
157287610094,25330B1000,1
157287606813,86657P6000,1
157287604450,86656P6000,1
157287588576,86950GINA0CA,1
157280451727,834602S000,1
157280450690,971571JAA0,1
157280450335,923033K000,1
157280449376,944603K000,1
157280442109,923033K000,2
157280428252,3517037100,1
157280415487,4143128020,1
157280413064,92202B2500,1
157280409964,92201C1000,1
157280409964,92202C1000,1
157280401916,92202C1000,1
157280396209,92201C1000,1
157280395057,582503S300,1
157280395057,582703S300,1
157280383443,256002S600,1
157280382257,82210D3001,1
157280382257,82220D3001,1
157280382257,83210D3000,1
157280382257,83220D3000,1
157280377330,83210D3000,1
157280377330,83220D3000,1
157279932696,56500B0000,1
157279928964,86969G5500,1
157279921255,353102G710,4
157279910801,548131Y000,2
157279910108,545302K000,2
157277874013,95440L2510,1
157277873154,86525D3100,1
157277873154,86526D3100,1
157277871790,86527D3000,1
157277871790,86528D3000,1
157277869836,32700T1200,1
157277869806,873A0N9000,1
157277868200,95440L1760,1
157277864897,32700C5120,1
157277863020,86317BENA0,1
157277863020,86318BENA0,1
157277862524,95440N9080,1
157277860755,81771D3001,1
157277860755,81781D3001,1
157277857846,83130D3000,1
157277857846,83140D3000,1
157277855864,95440P1210,1
157277854432,83140D3000,1
157277852144,83130D3000,1
157277820824,95440P2AB0,1
157277806830,95440CU110,1
157277798564,86300L0ZA0,1
157277543394,253303Z000,1
157277542895,310103X000,1
157277485148,986101W000-DS,1
157277222563,58980C1100,1
157277221371,5293331300,5
157277220521,54651D3000,1
157277220521,54661D3000,1
157277219241,545003W102,1
157277207907,3946039700,1
157277204108,957203N500AF,1
157277202893,934102C050,1
157275391415,82210D3001,1
157275391415,82220D3001,1
157275389109,55251T1000,1
157275387570,452833A200,1
157275386377,222262G001,16
157275384073,55330D3000,2
157275374978,52710D3000,1
157275374680,491204F100,1
157275371532,98610R0100,1
157275369377,52720D3000,1
157275352084,86302BE200,1
157274843821,2521148170,1
157274842847,2521048501,1
157274830013,230602B913,1
157272654062,811302W001,1
157272631197,54501DO000,1
157272627629,54500DO000,1
157272626658,934802M000,1
157272624923,88810D3000TTX,1
157272623446,98700C5000,1
157272622520,93490B1510,1
157272489950,81410B1000,1
157272487596,876142S000,1
157272487596,876242S000,1
157272477867,99140S8150,1
157272477196,99150S8150,1
157272476587,552102M101,1
157272475785,872623J000,1
157272474763,37514G2000,1
157272241371,2674032804,1
157272184739,51712A9000,1
157272097745,586204U301,1
157269956485,552202M000,1
157269952749,56825N9000,1
157269950600,56820N9000,1
157269837413,517152J002,1
157269812732,865A7S8CA0,1
157269812732,865A8S8CA0,1
157269810439,1334106007K,4
157269808840,1125306206K,4
157269806514,865B1S8CA0,1
157269806514,865B2S8CA0,1
157269803936,865F4S8CB0,1
157269802551,865F3S8CB0,1
157269801390,263004X300,1
157269800257,517162J002,1
157269625941,56820N9000,1
157269625941,56825N9000,1
157269616500,972223E060,1
157269602204,211142B000,10
157262100041,86563G9010,1
157262100041,86564G9010,1
157262098913,86563G9010,1
157262098032,25661G7500,1
157262096663,256003N300,1
157262095478,331002U000,1
157262094317,314002U200,1
157262086870,95760G2100,1
157262082256,95760G5500,1
157262081053,877723S001,1
157262076802,28220J9100,1
157262074784,814211W020,1
157262073513,87711K2000CA,1
157262072676,873112P000,1
157262071027,81130B1000,1
157262069850,934903S110,1
157262068967,86564G9010,1
157261629153,571001G110,1
157261619268,82250B1001BLH,1
157261619268,82260B1001BLH,1
157261619268,83250B1001BLH,1
157261619268,83260B1001BLH,1
157261619268,83270B1000BLH,1
157261619268,83280B1000BLH,1
157261609926,87731P2000,1
157259944510,87741D3000CA,1
157259942955,28110B2000,1
157259941477,865612K500,1
157259940021,256002G600,1
157259935965,54610C5000,1
157259881071,877312P000,1
157259880157,1884410060,4
157259878660,877322P000,1
157259795785,224203C110,1
157259780953,95440N9570,1
157259778490,86300IB000,1
157259778490,86302IB000,1
157259776637,95440R0840,1
157259775897,95440DO020,1
157259774791,32700IY200,1
157259766643,95440GI020,1
157259759564,86300P2200,1
157259378972,51712A7000,2
157259375968,392102S100,1
157259364388,4322232000,1
157259364388,4322332000,1
157259364388,4322632000,1
157259364388,4322532000,1
157257587182,81770A5000,1
157257587182,81780A5000,1
157257476112,252214A000,1
157257474414,252374A100,1
157257469360,252714A001,1
157257458472,599204F210,1
157257439684,98850G5000,1
157257416772,583004F700,1
157257310895,392102B325,1
157257306593,392102S200,1
157257303112,21950F2300,1
157257052923,584004F700,1
157257051876,599304F410,1
157255006771,289902F740,1
157254652592,235102B110,1
157252733423,83280T1000,1
157252731772,83270T1000,1
157252729536,83260T1000,1
157252725862,83250T1000,1
157252721030,82260T1000,1
157252718219,82250T1000,1
157252564114,86360S8000,1
157252555416,54500B2000,1
157252550148,54501IB200,1
157252548139,553302B521,1
157252514317,4454109005,2
157252513165,4450209004,1
157252433062,25380DO000,1
157252431421,285212E000,1
157252431421,283132E050,4
157252431421,283122E050,1
157252431421,284932E900,1
157252234927,86435F6000,1
157252233424,2632552003,1
157252230768,86960P7000,1
157252219913,86625P6000,1
157252218873,86626P6000,1
157252218575,86641P6000,1
157243008687,2631048700,1
157242732990,4575034000,2
157242717991,392503E110,1
157242717991,392503E120,1
157240579126,52910AR100,1
157240461608,54500IB200,1
157240460431,83280AA010,1
157240454119,83270AA010,1
157240449045,82260AA010,1
157240448191,82250AA010,1
157240430545,51710IB050,1
157240428951,21830S8300,1
157240417647,25414L1250,1
157240417647,25415L1200,1
157240416052,463214G100,1
157240403122,25620L0100,1
157240369856,396103E100,1
157240337732,54501B2000,1
157240320585,452804G610,1
157240318014,81161L2000,2
157240314476,83280L2000,1
157240309134,83270L2000,1
157240276365,55120AR001,1
157240232878,99310S8020UB7,1
157240220350,584112P000,1
157240217590,517122W000,1
157237806989,581132B000,4
157237800783,581142B000,4
157237797871,552742W100,1
157237797871,552752W100,1
157237795365,551182S000,4
157237793953,552152S000,2
157237702613,4454109005,1
157237700797,4450109004,1
157237693655,97606A9001,1
157237690409,55220C5061,1
157237689777,55210C5061,1
157235388993,4142132000,1
157235388993,4110032101,1
157235388993,4130032101,1
157235376784,571003E050,1
157235182793,25485J5230,1
157234779754,244102JTA0,1
157234767273,51711IB050,1
157234763446,361002E131,1
157226007552,83260L2000,1
157226004380,83250L2000,1
157226001864,82260L2000,1
157225998892,82250L2000,1
157225994599,284602M800,1
157225943307,545842T000,2
157225942675,545513R000,2
157225941815,1884611070,6
157225823793,82250GI010EB,1
157225823793,82260GI010EB,1
157225823793,83250GI010EB,1
157225823793,83260GI010EB,1
157225823793,83270GI010EB,1
157225823793,83280GI010EB,1
157225819248,83280GI010EB,1
157225817784,83270GI010EB,1
157225816551,83260GI010EB,1
157225728303,581013VA70,1
157225716226,584113S100,1
157225673721,21810S8300,1
157225673721,21830S8300,1
157225673721,21950S1100,1
157225657236,375864R002,1
157225654670,82651D3700PKW,1
157225653035,0K53A4650XA,1
157225649930,553303V010,1
157225639813,956903Z100,1
157223607049,83250GI010EB,1
157223587722,82260GI010EB,1
157223581357,82250GI010EB,1
157223558170,83460GI100,1
157223553962,83450GI100,1
157223550467,2523742650,1
157223198755,255002E272,1
157223195370,254732E271,1
157223195370,254722E271,1
157223195370,254502E275,1
157223189884,285212E000,1
157223189884,283132E050,4
157223189884,283122E050,1
157223189884,251232E270,1
157223189884,284932E900,1
157223184187,55530IB000,1
157220936322,2512742540,1
157220936322,2512842541,1
157220927135,2241042510,1
157220923752,2231142065,1
157220922615,218304F000,1
157220921575,2304042210,1
157220919090,2320042891,1
157220918480,97257C1000,1
157220917599,209103EA00,1
157220916729,54813J5000,2
157220915460,9220127500,1
157220915460,9220227500,1
157218358362,4666005510,2
157218355451,6720300120,1
157218353736,6652000428,1
157218352420,463134J100,1
157218351114,252122T000,1
157218349970,394002T000,1
157218348821,826504F000CA,1
157218348821,826604F000CA,1
157218347010,544304F010,1
157218344897,544104F010,1
157218343814,977614F100,1
157218343218,545404F005,1
157218341857,545104F005,1
157218340964,52710IB100,1
157218331674,283153A100,1
157218331674,283123A100,1
157217993304,971392S000,1
157217988384,21950D4100,1
157217982179,21810A8120,1
157217977663,545104F005,1
157217977663,545404F005,1
157217976677,986104F000,1
157217962840,52711IB100,1
157211785042,52960P1000,4
157211784418,99130GI600,1
157211781999,99120GI600,1
157211778147,99310J5200P2M,1
157211775221,99150GO000,1
157211769634,99140GO000,1
157211760134,99130GO000,1
157211757314,99120GO000,1
157211755525,81841GO100,1
157211743683,81831GO100,1
157211742891,83260GO000,1
157211742103,83250GO000,1
157211741594,4141121203,1
157211740400,4242035000,1
157211739502,4242035100,1
157211737979,8661A36000LAK,1
157211735742,4450232100,1
157211734889,4450132100,1
157211519206,483KT05010,1
157211517103,4892009102,1
157209557658,281132W100,1
157209555931,545002W000,1
157209555931,545012W000,1
157209554557,971332W000,1
157209553409,711074A000,30
157209553409,841403R000,2
157209550169,452833B010,1
157209546124,552102W100,2
157209474116,95720C5050WP1,1
157209403303,86571GINA0,1
157209402790,86990GINA0EB,1
157209401946,86980GINA0EB,1
157209398887,86535GICB0,1
157209396379,86545GINA0,1
157209396379,86546GINA0,1
157209395000,863A8GICB0,1
157209394209,863A7GICB0,1
157209393297,86598GINA0YEG,1
157209392360,86597GINA0YEG,1
157209391067,86569GINA0YEG,1
157209391067,86595GINA0YEG,1
157209391067,86596GINA0YEG,1
157209389302,86521GINA0,1
157209388152,865B1GINA0,1
157209388152,865B2GINA0,1
157209386329,86551GINA0,1
157209386329,86552GINA0,1
157209270366,99310J5300P2M,1
157207404786,99110GO000,1
157207399632,82260GO000,1
157207394418,82250GO000,1
157207393572,54603GO000,1
157207392808,54602GO000,1
157207391878,99247GO000,1
157207391202,99240GO000,1
157207390655,99250GO000,1
157207389949,353402G300,1
157207389365,49582C5080,1
157207388958,49581C5130,1
157207388499,373002G061,1
157207386984,96350F2100,1
157207385085,86300AR000,1
157207385085,86311AR000,1
157207380036,25430CZ000,1
157207372804,256203D100,1
157207253637,52905C5330,1
157206944794,31312D3800,1
157206941901,95440GO000,1
157206939575,2321002560,1
157206937847,311103M950,1
157205217115,4142009705,1
157205215151,4560109503,1
157205213841,6719970192,1
157205211211,6712000210,1
157205208396,546612T230,1
157205207089,546512T230,1
157205202250,83280N9000,1
157205198954,83270N9000,1
157205187775,83260N9000,1
157205184350,83250N9000,1
157205183687,82260N9000,1
157205182674,82250N9000,1
157205180014,21810P0520,1
157205180014,21830N9640,1
157205180014,21950N9210,1
157205179159,21950N9210,1
157205178059,463073D800,1
157205176173,462103D800,1
157205174083,452113D510,1
157204955551,87626GI000M9U,1
157204837128,99310S1900P7V,1
157204836216,99310S1800P7V,1
157204789610,452833D100,1
157204781137,211212GGA0,1
157204767398,252122B140,1
157204767398,252862B010,1
157203395772,243772A000,2
157203394577,231212A000,1
157203393614,338183A000,4
157203223091,91880J5130,1
157203197261,934904Z320,1
157203193176,241002B660,1
157203186799,58302L1A00,1
157203184295,282502B700,1
157202824338,21810M6150,1
157197448698,92405CV350,1
157197448698,92406CV350,1
157197447253,92406CV350,1
157197445927,92405CV350,1
157197444148,86593CV200,1
157197444148,86594CV200,1
157197443315,86594CV200,1
157197442496,86593CV200,1
157197441363,86351CV210,1
157197440317,99250CV020,1
157197434055,361003C221,1
157197427167,51756A9000,1
157197426214,51755A9000,1
157197425504,51715A9000,1
157197424953,51716A9000,1
157197423380,517161D100,1
157197422585,517151D100,1
157197388846,51715D9000,1
157197387428,51716D9000,1
157197384228,812303T010,1
157197352018,82210J3000,1
157197352018,82220J3000,1
157197352018,83220J3000,1
157197351026,56820K4000,1
157197351026,56825K4090,1
157195415866,56825K4090,1
157195414956,56820K4000,1
157195413526,55220G2500,1
157195411179,55210G2500,1
157195331315,55280Q4000,1
157195330767,55270Q4000,1
157195329781,82220G5000,1
157195329188,82210G5000,1
157195313065,82130G5000,1
157195313065,82140G5000,1
157195312243,82140G5000,1
157195311825,82130G5000,1
157195306682,83130G5000,1
157195306682,83140G5000,1
157195304902,83140G5000,1
157195303522,83130G5000,1
157195302702,55310F2AA0,1
157195301646,83260P1000,1
157195297409,83250P1000,1
157195291044,82260P1000,1
157195289084,82250P1000,1
157195282181,58302T6A21,1
157195264468,83280P1000,1
157195263337,83270P1000,1
157194934629,87751L1000,1
157193247818,83220P1100,1
157193245574,83210P1100,1
157193243692,82220P1100,1
157193213937,82210P1100,1
157193203969,55330G7000,1
157193082429,210202F902,5
157193028006,55310F2AA0,1
157193028006,55326F2000,1
157193028006,55330G7000,1
157193028006,1326210007K,1
157193028006,55339F2000,1
157193024010,230602F932,4
157192576627,86311T6000,1
157192572139,373002SGD1,1
157190753719,876132M000,1
157190753719,876142M000,1
157190721249,55380IB000,1
157190714048,87732P6010XAA,1
157190641694,2891026900,1
157190639935,92403G5100,1
157190639935,92404G5100,1
157190638461,92401G5100,1
157190638461,92402G5100,1
157190634965,92404G5100,1
157190632250,92402G5100,1
157190494580,242102M811,1
157190488037,219102F150,1
157190471771,93600D9020WK,1
157190468042,95760C5000,1
157190464075,93310F6830,1
157190462400,86826IBAA0,1
157190459148,55381IB000,1
157190442695,87731P6010XAA,1
157190441656,87721P6010XAA,1
157190438623,58101N9A11,1
157187875045,4632123001,1
157187750050,87722P6010XAA,1
157187724796,92403G5100,1
157187723233,92401G5100,1
157187721491,218102C430,1
157187721491,218302C200,1
157187721491,219102D000,1
157187721491,219302D101,1
157187717686,817201Y010BEG,1
157187651012,243512F000,1
157187651012,243762F000,1
157187651012,243772F600,1
157187651012,244102F001,1
157187647379,243352F000,1
157187647379,243612F000,1
157187647379,243872F000,1
157187647379,243862F000,1
157187643004,284102F700,1
157187640779,392102A800,1
157187634335,282712F700,1
157187204084,3930038200,1
157179023548,82220S8000,1
157179020969,82210S8000,1
157179015600,394102M405,1
157179008723,58101J6A10,1
157179005337,282312F860,1
157178999496,88830G6100WK,1
157178998377,91880A9072,1
157178995640,95720A9500BGD,1
157178992501,91870A9020,1
157178990119,98700A9000,1
157178989122,82460A9000,1
157178988171,82450A9010,1
157178986397,82210A9000,1
157178986397,82220A9000,1
157178986397,83210A9000,1
157178986397,83220A9000,1
157178977562,82260A9010,1
157178959848,82250A9010,1
157178953821,51710B1001,1
157178951566,223114A010,1
157178694969,52910CU100,4
157178694969,52960CU000,4
157178692568,338002A900,4
157178686022,223114A020,1
157176240695,4454121002,1
157176240695,4454221002,1
157176239171,2247035005,1
157176237464,2161034043,1
157176236320,6621553415,1
157176232693,552502W600,1
157176229037,5175025001,1
157176223854,83280A9010,1
157176221316,83270A9010,1
157176219289,83250A9010,1
157176135464,99240CV510,1
157176133735,55270IB000,1
157176130649,517551E000,1
157176130649,517561E000,1
157176127309,583051GA00,1
157176125659,5175025001,2
157176124827,548301G500,1
157176124827,548401G500,1
157176119206,551601E000,2
157175720476,821103E000,1
157175720476,821203E000,1
157175569332,83260A9010,1
157173383965,86301BE200,1
157173376969,81190BE100,1
157173373131,81130BE000,1
157173371498,97761DF050,1
157173369946,97606AT000,1
157173367525,96390DF000,1
157173366053,92209BE100,1
157173363732,66910BE000,1
157173363732,66920BE000,1
157173361272,86352DF700CA,1
157173360341,86535BE700,1
157173359435,86529BE710,1
157173351814,86599BE700,1
157173344702,86557BE700,1
157173344702,86558BE700,1
157173191133,393502E200,1
157173091100,2145133T00,1
157173001236,981114A500,1
157172964317,254122W000,1
157172957208,58411T6200,2
157172924747,55271IB000,1
157172921317,866A1IBAA0,1
157172907779,86675IBAA0,1
157172786163,219302F150,1
157172780129,552103R100,1
157172780129,552203R100,1
157171315720,6062030275,1
157171315720,6012030076,1
157171304216,4454221002,1
157171302666,4454121002,1
157171298846,4454121100,1
157171298846,4454221100,1
157171297042,4454221100,1
157171295376,4454121100,1
157171292257,4666021050,1
157171292257,4666021060,1
157171230794,55326N9000,2
157171221659,527552E000,10
157171220578,51735S1000,8
157171217613,83220N9000,1
157171216489,83210N9000,1
157171215153,82220N9000,1
157171212210,82210N9000,1
157171209769,99310CU500SSS,1
157171208356,83120G2000,1
157171207082,83110G2000,1
157171198825,955D0N9000,1
157171193502,54608G9001,1
157171193502,54608G9101,1
157171191240,29135NI000,1
157168842323,282662U200,1
157168840893,351002U000,1
157168839636,25414F2100,1
157168837489,25415F2100,1
157168836075,82210F2001,1
157168836075,82220F2001,1
157168834446,82220F2001,1
157168833765,82210F2001,1
157168832970,81230F2010,1
157168829357,52720D2000,1
157168825789,52710D2000,1
157168821580,54650D2400,2
157168817437,54505D2500,1
157168817437,54506D2500,1
157168810082,252123F501,1
157168810082,252803F500,1
157168810082,252863F300,1
157168798010,373003F030,1
157168787499,21850D2500,1
157168784388,94460C1000,1
157168770477,488792H000,1
157168212962,31110D4900,1
157168212300,31120D4900,1
157168204781,92209DO000P2M,1
157161951414,82250D2010,1
157161951414,82260D2010,1
157161950034,82260D2010,1
157161949290,82250D2010,1
157161948457,82270D20104X,1
157161948457,82280D20104X,1
157161939513,82280D20104X,1
157161937425,82270D20104X,1
157161934805,243223FAB0,1
157161933596,243603FAA0,1
157161870157,244103F401,1
157161869031,243123F501,1
157161867978,243703F500,1
157161867139,243503FAA0,1
157161782350,51710B1501,1
157161781573,56820B1500,1
157161776107,54500D2000,1
157161776107,54501B1500,1
157161775397,243603CAA1,1
157161775397,243603CAB1,1
157161773092,56820B1500,1
157161773092,56820B1550,1
157161768797,51711B1501,1
157161760209,56820B1550,1
157161753365,393502A410,1
157160119523,8320136000,1
157160109366,8320236000,1
157160104421,2376131160,1
157160097027,6711400601,1
157160094868,2073034201,1
157160093822,48413340A0,1
157160092273,48130340A0,1
157160091237,4142021107,1
157160090292,517153R010,1
157160088789,517163R010,1
